,Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,Reference date (as of 1 July),0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,monocheck
17180,17181,Estimates,Serbia,25,688,Country/Area,925,2019,422.0,447.0,494.0,516.0,536.0,584.0,617.0,599.0,624.0,603.0,568.0,553.0,565.0,596.0,438.0,258.0,211.0,107.0,30.0,4.0,0.0,0.0
17251,17252,Estimates,Slovenia,,705,Country/Area,925,2019,103.0,109.0,102.0,91.0,98.0,113.0,138.0,152.0,157.0,147.0,152.0,150.0,147.0,135.0,94.0,79.0,58.0,36.0,14.0,3.0,0.0,0.0
17322,17323,Estimates,Spain,26,724,Country/Area,925,2019,2016.0,2324.0,2472.0,2210.0,2265.0,2387.0,2716.0,3442.0,4051.0,3885.0,3592.0,3352.0,2840.0,2360.0,2176.0,1746.0,1282.0,1036.0,451.0,120.0,12.0,0.0
17464,17465,Estimates,Austria,,40,Country/Area,926,2019,442.0,421.0,423.0,454.0,518.0,607.0,615.0,609.0,563.0,632.0,723.0,680.0,559.0,441.0,413.0,377.0,247.0,139.0,70.0,20.0,1.0,0.0
17535,17536,Estimates,Belgium,,56,Country/Area,926,2019,636.0,669.0,663.0,636.0,665.0,731.0,744.0,755.0,752.0,773.0,802.0,800.0,722.0,626.0,535.0,374.0,322.0,214.0,95.0,27.0,2.0,0.0
17606,17607,Estimates,France,27,250,Country/Area,926,2019,3669.0,3937.0,3988.0,3869.0,3699.0,3717.0,3974.0,4034.0,3990.0,4418.0,4358.0,4243.0,3952.0,3807.0,3360.0,2097.0,1816.0,1313.0,656.0,214.0,19.0,0.0
17677,17678,Estimates,Germany,,276,Country/Area,926,2019,3987.0,3739.0,3798.0,4150.0,4551.0,4870.0,5444.0,5327.0,4988.0,5412.0,6864.0,6711.0,5666.0,4682.0,3834.0,3756.0,3207.0,1552.0,750.0,211.0,18.0,0.0
17748,17749,Estimates,Luxembourg,,442,Country/Area,926,2019,33.0,32.0,32.0,35.0,40.0,45.0,48.0,48.0,46.0,48.0,47.0,41.0,34.0,27.0,21.0,15.0,12.0,8.0,3.0,1.0,0.0,0.0
17819,17820,Estimates,Netherlands,28,528,Country/Area,926,2019,863.0,899.0,953.0,1021.0,1026.0,1080.0,1067.0,1009.0,1023.0,1179.0,1285.0,1235.0,1104.0,1005.0,922.0,605.0,426.0,254.0,106.0,31.0,3.0,0.0
17890,17891,Estimates,Switzerland,,756,Country/Area,926,2019,449.0,427.0,408.0,428.0,489.0,558.0,599.0,612.0,566.0,611.0,682.0,628.0,516.0,438.0,415.0,317.0,220.0,141.0,67.0,19.0,2.0,0.0
18032,18033,Estimates,Canada,,124,Country/Area,918,2019,1980.0,1980.0,1968.0,2006.0,2407.0,2703.0,2593.0,2612.0,2425.0,2373.0,2485.0,2776.0,2501.0,2097.0,1719.0,1158.0,786.0,509.0,250.0,76.0,8.0,0.0
18103,18104,Estimates,United States of America,29,840,Country/Area,918,2019,19604.0,20288.0,21147.0,21251.0,22436.0,23743.0,22703.0,21277.0,20152.0,20137.0,20866.0,21691.0,20430.0,17415.0,13759.0,9250.0,6245.0,3863.0,2054.0,664.0,90.0,0.0
