,Index,Variant,"Region, subregion, country or area *",Notes,Country code,Type,Parent code,Reference date (as of 1 July),0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,monocheck
4259,4260,Estimates,Lesotho,,426,Country/Area,913,2020,254.0,225.0,212.0,217.0,204.0,191.0,175.0,153.0,119.0,91.0,75.0,66.0,55.0,42.0,30.0,19.0,10.0,5.0,1.0,0.0,0.0,0.0
4401,4402,Estimates,South Africa,,710,Country/Area,913,2020,5765.0,5821.0,5496.0,4913.0,4924.0,5217.0,5374.0,4781.0,3810.0,3233.0,2692.0,2219.0,1795.0,1370.0,895.0,581.0,298.0,104.0,18.0,1.0,0.0,0.0
4685,4686,Estimates,Cabo Verde,,132,Country/Area,914,2020,52.0,53.0,51.0,49.0,46.0,52.0,53.0,46.0,36.0,29.0,25.0,23.0,15.0,11.0,5.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0
5821,5822,Estimates,Algeria,,12,Country/Area,912,2020,5042.0,4636.0,3821.0,2910.0,3000.0,3574.0,3728.0,3548.0,3014.0,2435.0,2062.0,1738.0,1387.0,1143.0,724.0,514.0,344.0,171.0,51.0,9.0,1.0,0.0
5963,5964,Estimates,Libya,,434,Country/Area,912,2020,624.0,661.0,624.0,562.0,542.0,553.0,585.0,578.0,565.0,485.0,372.0,245.0,164.0,120.0,80.0,59.0,34.0,14.0,4.0,0.0,0.0,0.0
6034,6035,Estimates,Morocco,,504,Country/Area,912,2020,3325.0,3428.0,3128.0,2970.0,2874.0,3009.0,2863.0,2744.0,2360.0,2092.0,1925.0,1819.0,1567.0,1168.0,682.0,515.0,310.0,111.0,20.0,1.0,0.0,0.0
6176,6177,Estimates,Tunisia,,788,Country/Area,912,2020,1004.0,1014.0,853.0,787.0,821.0,904.0,928.0,986.0,847.0,726.0,711.0,650.0,539.0,424.0,250.0,174.0,120.0,62.0,16.0,3.0,0.0,0.0
6247,6248,Estimates,Western Sahara,,732,Country/Area,912,2020,56.0,56.0,50.0,49.0,50.0,55.0,56.0,53.0,46.0,37.0,29.0,23.0,18.0,11.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
6389,6390,Estimates,Armenia,,51,Country/Area,922,2020,205.0,214.0,198.0,170.0,176.0,232.0,267.0,237.0,191.0,162.0,163.0,199.0,197.0,131.0,84.0,42.0,59.0,22.0,9.0,1.0,0.0,0.0
6460,6461,Estimates,Azerbaijan,4,31,Country/Area,922,2020,825.0,861.0,698.0,637.0,719.0,890.0,941.0,825.0,664.0,617.0,628.0,653.0,497.0,308.0,152.0,91.0,88.0,35.0,9.0,1.0,0.0,0.0
6531,6532,Estimates,Bahrain,,48,Country/Area,922,2020,108.0,110.0,93.0,89.0,92.0,215.0,293.0,214.0,148.0,108.0,81.0,59.0,45.0,21.0,11.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0
6602,6603,Estimates,Cyprus,5,196,Country/Area,922,2020,65.0,68.0,68.0,74.0,93.0,98.0,96.0,92.0,87.0,79.0,76.0,72.0,65.0,55.0,46.0,33.0,23.0,11.0,4.0,1.0,0.0,0.0
6673,6674,Estimates,Georgia,6,268,Country/Area,922,2020,268.0,285.0,253.0,218.0,233.0,267.0,290.0,275.0,264.0,254.0,246.0,278.0,249.0,211.0,150.0,98.0,96.0,37.0,14.0,2.0,0.0,0.0
6815,6816,Estimates,Israel,,376,Country/Area,922,2020,848.0,823.0,738.0,667.0,624.0,573.0,565.0,558.0,544.0,497.0,418.0,378.0,350.0,354.0,289.0,171.0,124.0,84.0,40.0,12.0,1.0,0.0
6886,6887,Estimates,Jordan,,400,Country/Area,922,2020,1058.0,1154.0,1140.0,1040.0,940.0,862.0,777.0,713.0,607.0,535.0,433.0,322.0,217.0,149.0,112.0,79.0,43.0,16.0,4.0,0.0,0.0,0.0
6957,6958,Estimates,Kuwait,,414,Country/Area,922,2020,290.0,319.0,308.0,225.0,207.0,238.0,366.0,512.0,515.0,451.0,347.0,214.0,149.0,71.0,32.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0
7028,7029,Estimates,Lebanon,,422,Country/Area,922,2020,566.0,586.0,559.0,576.0,593.0,583.0,522.0,488.0,453.0,410.0,390.0,334.0,249.0,198.0,131.0,80.0,63.0,33.0,8.0,1.0,0.0,0.0
7099,7100,Estimates,Oman,,512,Country/Area,922,2020,454.0,379.0,316.0,215.0,329.0,756.0,868.0,572.0,400.0,285.0,182.0,134.0,90.0,53.0,28.0,25.0,13.0,6.0,2.0,1.0,0.0,0.0
7170,7171,Estimates,Qatar,,634,Country/Area,922,2020,135.0,135.0,122.0,106.0,237.0,480.0,495.0,351.0,255.0,207.0,156.0,99.0,54.0,28.0,13.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
7241,7242,Estimates,Saudi Arabia,,682,Country/Area,922,2020,2978.0,2978.0,2641.0,2219.0,2333.0,3022.0,3438.0,3542.0,3578.0,2831.0,1892.0,1325.0,819.0,555.0,293.0,201.0,106.0,45.0,15.0,3.0,0.0,0.0
7383,7384,Estimates,Syrian Arab Republic,,760,Country/Area,922,2020,1919.0,1717.0,1750.0,1575.0,1604.0,1496.0,1521.0,1386.0,1095.0,834.0,689.0,596.0,465.0,357.0,209.0,146.0,85.0,42.0,12.0,2.0,0.0,0.0
7454,7455,Estimates,Turkey,,792,Country/Area,922,2020,6567.0,6852.0,6773.0,6822.0,6770.0,6404.0,6395.0,6380.0,6008.0,5439.0,4755.0,4153.0,3446.0,2746.0,1970.0,1383.0,877.0,453.0,125.0,18.0,1.0,0.0
7525,7526,Estimates,United Arab Emirates,,784,Country/Area,922,2020,499.0,513.0,453.0,390.0,716.0,1434.0,1796.0,1374.0,916.0,692.0,457.0,341.0,186.0,57.0,36.0,20.0,7.0,4.0,1.0,0.0,0.0,0.0
7809,7810,Estimates,Kazakhstan,,398,Country/Area,5500,2020,1920.0,1948.0,1604.0,1117.0,1100.0,1473.0,1658.0,1336.0,1184.0,1103.0,978.0,1062.0,811.0,628.0,320.0,233.0,216.0,62.0,23.0,3.0,0.0,0.0
7880,7881,Estimates,Kyrgyzstan,,417,Country/Area,5500,2020,760.0,769.0,601.0,500.0,514.0,569.0,572.0,443.0,361.0,325.0,296.0,285.0,220.0,144.0,79.0,33.0,33.0,16.0,4.0,1.0,0.0,0.0
7951,7952,Estimates,Tajikistan,,762,Country/Area,5500,2020,1357.0,1221.0,977.0,811.0,834.0,815.0,786.0,604.0,473.0,410.0,372.0,329.0,246.0,142.0,78.0,40.0,30.0,10.0,3.0,0.0,0.0,0.0
8022,8023,Estimates,Turkmenistan,,795,Country/Area,5500,2020,661.0,672.0,524.0,485.0,462.0,548.0,525.0,433.0,378.0,319.0,284.0,252.0,201.0,133.0,69.0,35.0,33.0,13.0,5.0,1.0,0.0,0.0
8093,8094,Estimates,Uzbekistan,,860,Country/Area,5500,2020,3432.0,3282.0,2925.0,2535.0,2782.0,3165.0,3030.0,2547.0,2105.0,1825.0,1569.0,1500.0,1168.0,771.0,344.0,228.0,164.0,68.0,24.0,4.0,0.0,0.0
8306,8307,Estimates,Bangladesh,,50,Country/Area,5501,2020,14328.0,14644.0,15089.0,15585.0,15239.0,14526.0,13763.0,12749.0,11225.0,9426.0,8305.0,6701.0,4500.0,2796.0,2357.0,1739.0,1021.0,483.0,167.0,39.0,6.0,0.0
8377,8378,Estimates,Bhutan,,64,Country/Area,5501,2020,64.0,62.0,66.0,70.0,74.0,79.0,76.0,63.0,50.0,39.0,33.0,26.0,21.0,16.0,13.0,9.0,6.0,3.0,1.0,0.0,0.0,0.0
8448,8449,Estimates,India,,356,Country/Area,5501,2020,116880.0,117982.0,126156.0,126046.0,122505.0,117397.0,112176.0,103460.0,90220.0,79440.0,68876.0,59256.0,48891.0,38260.0,24091.0,15084.0,8489.0,3531.0,993.0,223.0,48.0,0.0
8519,8520,Estimates,Iran (Islamic Republic of),,364,Country/Area,5501,2020,7638.0,6928.0,6218.0,5530.0,5556.0,6787.0,8467.0,8273.0,6491.0,5164.0,4618.0,3677.0,3132.0,2265.0,1448.0,907.0,552.0,277.0,57.0,8.0,1.0,0.0
8590,8591,Estimates,Maldives,,462,Country/Area,5501,2020,36.0,37.0,33.0,26.0,51.0,89.0,83.0,55.0,37.0,28.0,20.0,15.0,12.0,7.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
8661,8662,Estimates,Nepal,,524,Country/Area,5501,2020,2707.0,2756.0,2931.0,3189.0,3222.0,2665.0,2069.0,1723.0,1597.0,1449.0,1263.0,1044.0,823.0,665.0,474.0,338.0,153.0,54.0,13.0,2.0,0.0,0.0
8803,8804,Estimates,Sri Lanka,,144,Country/Area,5501,2020,1660.0,1690.0,1722.0,1665.0,1496.0,1406.0,1352.0,1468.0,1524.0,1357.0,1317.0,1238.0,1114.0,899.0,727.0,419.0,208.0,106.0,38.0,7.0,1.0,0.0
9016,9017,Estimates,China,8,156,Country/Area,906,2020,83932.0,86735.0,84263.0,82342.0,87158.0,97989.0,128739.0,100091.0,96274.0,119838.0,123445.0,98740.0,77514.0,74150.0,44950.0,26545.0,16181.0,7582.0,2305.0,475.0,75.0,0.0
9087,9088,Estimates,"China, Hong Kong SAR",9,344,Country/Area,906,2020,363.0,302.0,286.0,267.0,374.0,493.0,536.0,586.0,566.0,564.0,569.0,639.0,589.0,460.0,344.0,181.0,178.0,120.0,60.0,18.0,4.0,0.0
9158,9159,Estimates,"China, Macao SAR",10,446,Country/Area,906,2020,36.0,33.0,24.0,22.0,36.0,52.0,68.0,62.0,44.0,49.0,47.0,53.0,45.0,34.0,21.0,9.0,7.0,4.0,2.0,1.0,0.0,0.0
9229,9230,Estimates,"China, Taiwan Province of China",11,158,Country/Area,906,2020,1011.0,1042.0,976.0,1213.0,1502.0,1618.0,1622.0,1927.0,2032.0,1755.0,1807.0,1853.0,1684.0,1417.0,903.0,586.0,438.0,272.0,122.0,33.0,4.0,0.0
9300,9301,Estimates,Dem. People's Republic of Korea,,408,Country/Area,906,2020,1746.0,1684.0,1685.0,1876.0,1941.0,1985.0,1851.0,1791.0,1556.0,2158.0,2140.0,1482.0,1473.0,662.0,745.0,559.0,309.0,106.0,25.0,4.0,0.0,0.0
9371,9372,Estimates,Japan,,392,Country/Area,906,2020,4778.0,5401.0,5565.0,5703.0,5997.0,6150.0,6790.0,7666.0,8468.0,10005.0,8659.0,7883.0,7496.0,8379.0,9127.0,7058.0,5339.0,3630.0,1786.0,518.0,79.0,0.0
9442,9443,Estimates,Mongolia,,496,Country/Area,906,2020,375.0,362.0,282.0,219.0,228.0,272.0,309.0,255.0,223.0,200.0,168.0,146.0,98.0,61.0,36.0,24.0,13.0,6.0,2.0,0.0,0.0,0.0
9513,9514,Estimates,Republic of Korea,,410,Country/Area,906,2020,1897.0,2257.0,2277.0,2476.0,3216.0,3500.0,3282.0,3797.0,3925.0,4294.0,4316.0,4161.0,3775.0,2679.0,1998.0,1563.0,1084.0,540.0,185.0,43.0,4.0,0.0
9655,9656,Estimates,Brunei Darussalam,,96,Country/Area,920,2020,32.0,35.0,31.0,34.0,35.0,34.0,38.0,38.0,36.0,32.0,28.0,22.0,17.0,11.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
9726,9727,Estimates,Cambodia,,116,Country/Area,920,2020,1779.0,1752.0,1640.0,1460.0,1528.0,1589.0,1241.0,1648.0,627.0,802.0,733.0,655.0,454.0,363.0,221.0,131.0,63.0,26.0,6.0,1.0,0.0,0.0
9797,9798,Estimates,Indonesia,,360,Country/Area,920,2020,23658.0,24298.0,22985.0,23318.0,22653.0,20918.0,19973.0,21193.0,19681.0,18166.0,15955.0,13200.0,10395.0,7136.0,4618.0,2957.0,1632.0,593.0,169.0,23.0,2.0,0.0
9939,9940,Estimates,Malaysia,12,458,Country/Area,920,2020,2635.0,2508.0,2446.0,2670.0,2863.0,2907.0,2930.0,2722.0,2096.0,1895.0,1674.0,1472.0,1224.0,928.0,658.0,367.0,230.0,103.0,31.0,7.0,1.0,0.0
10010,10011,Estimates,Myanmar,,104,Country/Area,920,2020,4509.0,4513.0,4845.0,5071.0,4759.0,4404.0,4128.0,3945.0,3760.0,3460.0,3051.0,2522.0,2050.0,1554.0,891.0,532.0,280.0,108.0,25.0,3.0,0.0,0.0
10081,10082,Estimates,Philippines,,608,Country/Area,920,2020,10616.0,11398.0,10907.0,10463.0,10104.0,9480.0,8247.0,7255.0,6552.0,5759.0,5117.0,4250.0,3393.0,2486.0,1661.0,978.0,581.0,241.0,76.0,15.0,2.0,0.0
10152,10153,Estimates,Singapore,,702,Country/Area,920,2020,258.0,221.0,241.0,265.0,398.0,436.0,435.0,462.0,473.0,492.0,466.0,480.0,444.0,356.0,190.0,99.0,73.0,40.0,17.0,4.0,1.0,0.0
10223,10224,Estimates,Thailand,,764,Country/Area,920,2020,3596.0,3844.0,4114.0,4379.0,4808.0,4822.0,4467.0,4763.0,5309.0,5605.0,5599.0,5082.0,4368.0,3257.0,2282.0,1584.0,1071.0,564.0,225.0,53.0,9.0,0.0
10294,10295,Estimates,Timor-Leste,,626,Country/Area,920,2020,178.0,154.0,154.0,153.0,130.0,115.0,90.0,69.0,47.0,54.0,48.0,40.0,30.0,20.0,18.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0
10365,10366,Estimates,Viet Nam,,704,Country/Area,920,2020,7892.0,7586.0,7098.0,6501.0,6820.0,8569.0,8437.0,7764.0,7034.0,6539.0,5868.0,5242.0,4331.0,3012.0,1652.0,1127.0,861.0,609.0,275.0,98.0,24.0,0.0
10578,10579,Estimates,Antigua and Barbuda,,28,Country/Area,915,2020,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
10649,10650,Estimates,Aruba,13,533,Country/Area,915,2020,6.0,6.0,7.0,7.0,8.0,7.0,5.0,6.0,7.0,8.0,8.0,9.0,8.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
10720,10721,Estimates,Bahamas,,44,Country/Area,915,2020,27.0,27.0,31.0,33.0,33.0,33.0,28.0,27.0,28.0,29.0,26.0,24.0,18.0,12.0,8.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0
10791,10792,Estimates,Barbados,,52,Country/Area,915,2020,15.0,15.0,18.0,19.0,19.0,19.0,18.0,19.0,19.0,20.0,20.0,20.0,19.0,15.0,12.0,8.0,6.0,4.0,2.0,1.0,0.0,0.0
10862,10863,Estimates,Cuba,,192,Country/Area,915,2020,571.0,628.0,604.0,643.0,701.0,720.0,831.0,692.0,618.0,944.0,998.0,969.0,607.0,567.0,449.0,355.0,230.0,122.0,56.0,18.0,3.0,0.0
10933,10934,Estimates,Curaçao,13,531,Country/Area,915,2020,9.0,10.0,10.0,11.0,10.0,10.0,9.0,9.0,9.0,11.0,12.0,13.0,11.0,9.0,8.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0
11075,11076,Estimates,Grenada,,308,Country/Area,915,2020,9.0,9.0,9.0,8.0,9.0,10.0,9.0,9.0,7.0,6.0,6.0,6.0,6.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
11146,11147,Estimates,Guadeloupe,2,312,Country/Area,915,2020,23.0,22.0,29.0,30.0,28.0,19.0,16.0,17.0,22.0,28.0,31.0,31.0,27.0,24.0,19.0,14.0,10.0,6.0,3.0,1.0,0.0,0.0
11288,11289,Estimates,Jamaica,,388,Country/Area,915,2020,231.0,234.0,227.0,240.0,261.0,254.0,232.0,211.0,179.0,179.0,171.0,149.0,124.0,90.0,71.0,49.0,32.0,18.0,7.0,1.0,0.0,0.0
11359,11360,Estimates,Martinique,2,474,Country/Area,915,2020,18.0,18.0,23.0,24.0,24.0,17.0,17.0,17.0,19.0,25.0,30.0,32.0,28.0,24.0,20.0,14.0,11.0,8.0,3.0,1.0,0.0,0.0
11430,11431,Estimates,Puerto Rico,14,630,Country/Area,915,2020,84.0,156.0,210.0,184.0,143.0,145.0,157.0,175.0,196.0,203.0,212.0,202.0,196.0,165.0,158.0,116.0,78.0,47.0,22.0,8.0,2.0,0.0
11501,11502,Estimates,Saint Lucia,,662,Country/Area,915,2020,11.0,11.0,11.0,13.0,16.0,17.0,14.0,14.0,13.0,13.0,12.0,11.0,8.0,6.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0
11572,11573,Estimates,Saint Vincent and the Grenadines,,670,Country/Area,915,2020,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
11643,11644,Estimates,Trinidad and Tobago,,780,Country/Area,915,2020,88.0,96.0,96.0,89.0,86.0,97.0,117.0,126.0,101.0,90.0,83.0,92.0,76.0,60.0,44.0,30.0,16.0,7.0,3.0,1.0,0.0,0.0
11714,11715,Estimates,United States Virgin Islands,14,850,Country/Area,915,2020,6.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
11856,11857,Estimates,Belize,,84,Country/Area,916,2020,39.0,39.0,38.0,40.0,39.0,36.0,32.0,28.0,23.0,21.0,17.0,14.0,10.0,7.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0
11927,11928,Estimates,Costa Rica,,188,Country/Area,916,2020,348.0,358.0,355.0,363.0,400.0,424.0,431.0,395.0,348.0,302.0,305.0,297.0,244.0,179.0,139.0,92.0,60.0,33.0,15.0,4.0,1.0,0.0
11998,11999,Estimates,El Salvador,,222,Country/Area,916,2020,576.0,571.0,578.0,588.0,633.0,583.0,474.0,408.0,382.0,344.0,303.0,265.0,221.0,185.0,140.0,109.0,75.0,38.0,12.0,2.0,0.0,0.0
12069,12070,Estimates,Guatemala,,320,Country/Area,916,2020,2065.0,1982.0,1926.0,1946.0,1802.0,1611.0,1354.0,1178.0,956.0,746.0,584.0,470.0,392.0,327.0,221.0,161.0,109.0,59.0,22.0,4.0,0.0,0.0
12140,12141,Estimates,Honduras,,340,Country/Area,916,2020,1017.0,989.0,1024.0,1041.0,1015.0,891.0,784.0,687.0,580.0,468.0,381.0,299.0,237.0,183.0,123.0,83.0,55.0,32.0,13.0,4.0,0.0,0.0
12211,12212,Estimates,Mexico,,484,Country/Area,916,2020,10959.0,11211.0,11141.0,11210.0,10940.0,10796.0,9790.0,9090.0,8532.0,8016.0,6925.0,5833.0,4669.0,3595.0,2467.0,1722.0,1059.0,610.0,275.0,81.0,13.0,0.0
12282,12283,Estimates,Nicaragua,,558,Country/Area,916,2020,657.0,660.0,637.0,603.0,585.0,581.0,549.0,506.0,421.0,342.0,274.0,233.0,199.0,149.0,83.0,67.0,43.0,22.0,9.0,2.0,0.0,0.0
12495,12496,Estimates,Argentina,,32,Country/Area,931,2020,3737.0,3710.0,3597.0,3539.0,3477.0,3520.0,3319.0,3122.0,3090.0,2638.0,2302.0,2123.0,1884.0,1645.0,1337.0,963.0,635.0,365.0,152.0,36.0,4.0,0.0
12637,12638,Estimates,Brazil,,76,Country/Area,931,2020,14475.0,14602.0,14942.0,16218.0,17152.0,16953.0,17148.0,17329.0,15661.0,13801.0,12823.0,11598.0,9468.0,7429.0,5309.0,3492.0,2317.0,1175.0,511.0,135.0,21.0,0.0
12708,12709,Estimates,Chile,,152,Country/Area,931,2020,1162.0,1266.0,1250.0,1244.0,1403.0,1593.0,1546.0,1400.0,1324.0,1254.0,1215.0,1138.0,982.0,809.0,581.0,412.0,274.0,162.0,77.0,20.0,4.0,0.0
12779,12780,Estimates,Colombia,,170,Country/Area,931,2020,3711.0,3703.0,3873.0,4246.0,4421.0,4426.0,4057.0,3753.0,3421.0,3030.0,2908.0,2636.0,2086.0,1685.0,1188.0,792.0,516.0,279.0,116.0,31.0,4.0,0.0
12850,12851,Estimates,Ecuador,,218,Country/Area,931,2020,1667.0,1611.0,1555.0,1561.0,1567.0,1470.0,1363.0,1230.0,1099.0,989.0,864.0,727.0,602.0,486.0,328.0,242.0,152.0,82.0,35.0,11.0,3.0,0.0
12921,12922,Estimates,French Guiana,2,254,Country/Area,931,2020,36.0,30.0,29.0,29.0,25.0,21.0,19.0,20.0,19.0,17.0,15.0,12.0,10.0,7.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
12992,12993,Estimates,Guyana,,328,Country/Area,931,2020,74.0,74.0,70.0,75.0,77.0,68.0,44.0,49.0,45.0,45.0,43.0,37.0,30.0,21.0,15.0,8.0,7.0,2.0,1.0,1.0,0.0,0.0
13063,13064,Estimates,Paraguay,,600,Country/Area,931,2020,701.0,683.0,677.0,659.0,678.0,643.0,595.0,514.0,407.0,321.0,291.0,258.0,220.0,182.0,128.0,86.0,54.0,24.0,10.0,2.0,0.0,0.0
13134,13135,Estimates,Peru,,604,Country/Area,931,2020,2833.0,2612.0,2696.0,2439.0,2608.0,2768.0,2693.0,2538.0,2301.0,2046.0,1792.0,1522.0,1247.0,1029.0,732.0,523.0,345.0,175.0,59.0,12.0,1.0,0.0
13205,13206,Estimates,Suriname,,740,Country/Area,931,2020,52.0,53.0,52.0,51.0,49.0,47.0,43.0,40.0,35.0,38.0,33.0,32.0,22.0,15.0,11.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0
13276,13277,Estimates,Uruguay,,858,Country/Area,931,2020,237.0,236.0,233.0,246.0,254.0,257.0,240.0,222.0,234.0,221.0,196.0,195.0,179.0,149.0,124.0,96.0,70.0,48.0,25.0,9.0,2.0,0.0
13347,13348,Estimates,Venezuela (Bolivarian Republic of),,862,Country/Area,931,2020,2363.0,2731.0,2658.0,2501.0,2102.0,2029.0,2064.0,1964.0,1868.0,1697.0,1600.0,1415.0,1177.0,865.0,604.0,386.0,227.0,119.0,49.0,15.0,3.0,0.0
13489,13490,Estimates,Australia,15,36,Country/Area,927,2020,1670.0,1639.0,1611.0,1520.0,1595.0,1781.0,1875.0,1843.0,1629.0,1677.0,1558.0,1549.0,1419.0,1233.0,1083.0,763.0,523.0,329.0,157.0,42.0,4.0,0.0
13560,13561,Estimates,New Zealand,16,554,Country/Area,927,2020,301.0,314.0,322.0,303.0,324.0,347.0,324.0,295.0,278.0,313.0,312.0,317.0,282.0,240.0,214.0,148.0,97.0,55.0,27.0,6.0,1.0,0.0
13773,13774,Estimates,Fiji,,242,Country/Area,928,2020,89.0,88.0,83.0,75.0,72.0,70.0,67.0,68.0,57.0,49.0,47.0,44.0,34.0,23.0,15.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0
13844,13845,Estimates,New Caledonia,2,540,Country/Area,928,2020,20.0,22.0,22.0,21.0,23.0,20.0,21.0,21.0,20.0,21.0,18.0,17.0,13.0,10.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0
14199,14200,Estimates,Guam,14,316,Country/Area,954,2020,14.0,13.0,13.0,14.0,14.0,13.0,12.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
14270,14271,Estimates,Kiribati,,296,Country/Area,954,2020,15.0,14.0,13.0,10.0,11.0,10.0,9.0,8.0,6.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14341,14342,Estimates,Micronesia (Fed. States of),,583,Country/Area,954,2020,12.0,12.0,12.0,11.0,12.0,11.0,8.0,7.0,6.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14483,14484,Estimates,French Polynesia,2,258,Country/Area,957,2020,20.0,20.0,23.0,21.0,21.0,19.0,23.0,21.0,19.0,21.0,19.0,17.0,13.0,10.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
14909,14910,Estimates,Belarus,,112,Country/Area,923,2020,548.0,596.0,485.0,444.0,425.0,652.0,814.0,716.0,653.0,633.0,592.0,754.0,665.0,578.0,270.0,256.0,219.0,101.0,42.0,6.0,0.0,0.0
14980,14981,Estimates,Bulgaria,,100,Country/Area,923,2020,313.0,337.0,371.0,315.0,299.0,390.0,481.0,477.0,535.0,527.0,477.0,468.0,467.0,455.0,425.0,286.0,192.0,101.0,28.0,5.0,0.0,0.0
15051,15052,Estimates,Czechia,,203,Country/Area,923,2020,559.0,555.0,574.0,488.0,471.0,634.0,717.0,761.0,930.0,868.0,694.0,657.0,644.0,681.0,613.0,418.0,235.0,144.0,54.0,11.0,0.0,0.0
15122,15123,Estimates,Hungary,,348,Country/Area,923,2020,461.0,447.0,483.0,486.0,518.0,634.0,612.0,645.0,815.0,774.0,648.0,553.0,636.0,670.0,476.0,371.0,240.0,132.0,46.0,13.0,1.0,0.0
